,Gamma,OI,underlyingClose,Strike,direction
1,1.3860437764223048e-15,0,464,467.0,1
2,1.3860437764223048e-15,0,465,467.0,1
0,3.728119042078158e-27,0,463,468.0,1
1,3.728119042078158e-27,0,464,468.0,1
2,3.728119042078158e-27,0,465,468.0,1
0,5.4340049991963456e-42,0,463,469.0,1
1,5.4340049991963456e-42,0,464,469.0,1
2,5.4340049991963456e-42,0,465,469.0,1
0,4.5038345917273224e-60,0,463,470.0,1
1,4.5038345917273224e-60,0,464,470.0,1
2,4.5038345917273224e-60,0,465,470.0,1
0,0.0,0,463,480.0,1
1,0.0,0,464,480.0,1
2,0.0,0,465,480.0,1
0,0.0,0,463,490.0,1
1,0.0,0,464,490.0,1
2,0.0,0,465,490.0,1
0,0.0,0,463,500.0,1
1,0.0,0,464,500.0,1
2,0.0,0,465,500.0,1
0,0.0,0,463,510.0,1
1,0.0,0,464,510.0,1
2,0.0,0,465,510.0,1
0,,62,463,270.0,1
1,,62,464,270.0,1
2,,62,465,270.0,1
0,0.0,59,463,275.0,1
1,0.0,59,464,275.0,1
2,0.0,59,465,275.0,1
0,,57,463,280.0,1
1,,57,464,280.0,1
2,,57,465,280.0,1
0,0.0,28,463,285.0,1
1,0.0,28,464,285.0,1
2,0.0,28,465,285.0,1
0,,16,463,290.0,1
1,,16,464,290.0,1
2,,16,465,290.0,1
0,,11,463,295.0,1
1,,11,464,295.0,1
2,,11,465,295.0,1
0,,126,463,300.0,1
1,,126,464,300.0,1
2,,126,465,300.0,1
0,,31,463,305.0,1
1,,31,464,305.0,1
2,,31,465,305.0,1
0,0.0,62,463,310.0,1
1,0.0,62,464,310.0,1
2,0.0,62,465,310.0,1
0,,48,463,315.0,1
1,,48,464,315.0,1
2,,48,465,315.0,1
0,,71,463,320.0,1
1,,71,464,320.0,1
2,,71,465,320.0,1
0,,48,463,325.0,1
1,,48,464,325.0,1
2,,48,465,325.0,1
0,,6,463,326.0,1
1,,6,464,326.0,1
2,,6,465,326.0,1
0,,201,463,327.0,1
1,,201,464,327.0,1
2,,201,465,327.0,1
0,,24,463,328.0,1
1,,24,464,328.0,1
2,,24,465,328.0,1
0,,1,463,329.0,1
1,,1,464,329.0,1
2,,1,465,329.0,1
0,,12,463,330.0,1
1,,12,464,330.0,1
2,,12,465,330.0,1
0,0.0,5,463,331.0,1
1,0.0,5,464,331.0,1
2,0.0,5,465,331.0,1
0,,52,463,332.0,1
1,,52,464,332.0,1
2,,52,465,332.0,1
0,,25,463,333.0,1
1,,25,464,333.0,1
2,,25,465,333.0,1
0,,9,463,334.0,1
1,,9,464,334.0,1
2,,9,465,334.0,1
0,,49,463,335.0,1
1,,49,464,335.0,1
2,,49,465,335.0,1
0,,20,463,336.0,1
1,,20,464,336.0,1
2,,20,465,336.0,1
0,,5,463,337.0,1
1,,5,464,337.0,1
2,,5,465,337.0,1
0,,48,463,338.0,1
1,,48,464,338.0,1
2,,48,465,338.0,1
0,,26,463,339.0,1
1,,26,464,339.0,1
2,,26,465,339.0,1
0,,83,463,340.0,1
1,,83,464,340.0,1
2,,83,465,340.0,1
0,,30,463,341.0,1
1,,30,464,341.0,1
2,,30,465,341.0,1
0,,64,463,342.0,1
1,,64,464,342.0,1
2,,64,465,342.0,1
0,0.0,8,463,343.0,1
1,0.0,8,464,343.0,1
2,0.0,8,465,343.0,1
0,,10,463,344.0,1
1,,10,464,344.0,1
2,,10,465,344.0,1
0,,56,463,345.0,1
1,,56,464,345.0,1
2,,56,465,345.0,1
0,,23,463,346.0,1
1,,23,464,346.0,1
2,,23,465,346.0,1
0,,142,463,347.0,1
1,,142,464,347.0,1
2,,142,465,347.0,1
0,0.0,105,463,348.0,1
1,0.0,105,464,348.0,1
2,0.0,105,465,348.0,1
0,,51,463,349.0,1
1,,51,464,349.0,1
2,,51,465,349.0,1
0,,650,463,350.0,1
1,,650,464,350.0,1
2,,650,465,350.0,1
0,0.0,5,463,351.0,1
1,0.0,5,464,351.0,1
2,0.0,5,465,351.0,1
0,,6,463,352.0,1
1,,6,464,352.0,1
2,,6,465,352.0,1
0,,27,463,353.0,1
1,,27,464,353.0,1
2,,27,465,353.0,1
0,,7,463,354.0,1
1,,7,464,354.0,1
2,,7,465,354.0,1
0,0.0,54,463,355.0,1
1,0.0,54,464,355.0,1
2,0.0,54,465,355.0,1
0,,21,463,356.0,1
1,,21,464,356.0,1
2,,21,465,356.0,1
0,0.0,119,463,357.0,1
1,0.0,119,464,357.0,1
2,0.0,119,465,357.0,1
0,,14,463,358.0,1
1,,14,464,358.0,1
2,,14,465,358.0,1
0,0.0,11,463,359.0,1
1,0.0,11,464,359.0,1
2,0.0,11,465,359.0,1
0,,29,463,360.0,1
1,,29,464,360.0,1
2,,29,465,360.0,1
0,,64,463,361.0,1
1,,64,464,361.0,1
2,,64,465,361.0,1
0,,2,463,362.0,1
1,,2,464,362.0,1
2,,2,465,362.0,1
0,,29,463,363.0,1
1,,29,464,363.0,1
2,,29,465,363.0,1
0,,68,463,364.0,1
1,,68,464,364.0,1
2,,68,465,364.0,1
0,0.0,53,463,365.0,1
1,0.0,53,464,365.0,1
2,0.0,53,465,365.0,1
0,0.0,733,463,366.0,1
1,0.0,733,464,366.0,1
2,0.0,733,465,366.0,1
0,,396,463,367.0,1
1,,396,464,367.0,1
2,,396,465,367.0,1
0,,364,463,368.0,1
1,,364,464,368.0,1
2,,364,465,368.0,1
0,0.0,392,463,369.0,1
1,0.0,392,464,369.0,1
2,0.0,392,465,369.0,1
0,,181,463,370.0,1
1,,181,464,370.0,1
2,,181,465,370.0,1
0,,739,463,371.0,1
1,,739,464,371.0,1
2,,739,465,371.0,1
0,,42,463,372.0,1
1,,42,464,372.0,1
2,,42,465,372.0,1
0,,19,463,373.0,1
1,,19,464,373.0,1
2,,19,465,373.0,1
0,,52,463,374.0,1
1,,52,464,374.0,1
2,,52,465,374.0,1
0,,102,463,375.0,1
1,,102,464,375.0,1
2,,102,465,375.0,1
0,,164,463,376.0,1
1,,164,464,376.0,1
2,,164,465,376.0,1
0,,145,463,377.0,1
1,,145,464,377.0,1
2,,145,465,377.0,1
0,0.0,44,463,378.0,1
1,0.0,44,464,378.0,1
2,0.0,44,465,378.0,1
0,,208,463,379.0,1
1,,208,464,379.0,1
2,,208,465,379.0,1
0,,286,463,380.0,1
1,,286,464,380.0,1
2,,286,465,380.0,1
0,,23,463,381.0,1
1,,23,464,381.0,1
2,,23,465,381.0,1
0,,156,463,382.0,1
1,,156,464,382.0,1
2,,156,465,382.0,1
0,,402,463,383.0,1
1,,402,464,383.0,1
2,,402,465,383.0,1
0,,112,463,384.0,1
1,,112,464,384.0,1
2,,112,465,384.0,1
0,,258,463,385.0,1
1,,258,464,385.0,1
2,,258,465,385.0,1
0,0.0,249,463,386.0,1
1,0.0,249,464,386.0,1
2,0.0,249,465,386.0,1
0,,254,463,387.0,1
1,,254,464,387.0,1
2,,254,465,387.0,1
0,,12,463,388.0,1
1,,12,464,388.0,1
2,,12,465,388.0,1
0,0.0,79,463,389.0,1
1,0.0,79,464,389.0,1
2,0.0,79,465,389.0,1
0,,191,463,390.0,1
1,,191,464,390.0,1
2,,191,465,390.0,1
0,,64,463,391.0,1
1,,64,464,391.0,1
2,,64,465,391.0,1
0,,24,463,392.0,1
1,,24,464,392.0,1
2,,24,465,392.0,1
0,,887,463,393.0,1
1,,887,464,393.0,1
2,,887,465,393.0,1
0,,187,463,394.0,1
1,,187,464,394.0,1
2,,187,465,394.0,1
0,,337,463,395.0,1
1,,337,464,395.0,1
2,,337,465,395.0,1
0,,129,463,396.0,1
1,,129,464,396.0,1
2,,129,465,396.0,1
0,,420,463,397.0,1
1,,420,464,397.0,1
2,,420,465,397.0,1
0,,44,463,398.0,1
1,,44,464,398.0,1
2,,44,465,398.0,1
0,,5,463,399.0,1
1,,5,464,399.0,1
2,,5,465,399.0,1
0,,1308,463,400.0,1
1,,1308,464,400.0,1
2,,1308,465,400.0,1
0,,1290,463,401.0,1
1,,1290,464,401.0,1
2,,1290,465,401.0,1
0,,6,463,402.0,1
1,,6,464,402.0,1
2,,6,465,402.0,1
0,,821,463,403.0,1
1,,821,464,403.0,1
2,,821,465,403.0,1
0,,154,463,404.0,1
1,,154,464,404.0,1
2,,154,465,404.0,1
0,,2797,463,405.0,1
1,,2797,464,405.0,1
2,,2797,465,405.0,1
0,,51,463,406.0,1
1,,51,464,406.0,1
2,,51,465,406.0,1
0,,790,463,407.0,1
1,,790,464,407.0,1
2,,790,465,407.0,1
0,,384,463,408.0,1
1,,384,464,408.0,1
2,,384,465,408.0,1
0,,899,463,409.0,1
1,,899,464,409.0,1
2,,899,465,409.0,1
0,,4307,463,410.0,1
1,,4307,464,410.0,1
2,,4307,465,410.0,1
0,,286,463,411.0,1
1,,286,464,411.0,1
2,,286,465,411.0,1
0,,111,463,412.0,1
1,,111,464,412.0,1
2,,111,465,412.0,1
0,,1629,463,413.0,1
1,,1629,464,413.0,1
2,,1629,465,413.0,1
0,,1629,463,414.0,1
1,,1629,464,414.0,1
2,,1629,465,414.0,1
0,,2698,463,415.0,1
1,,2698,464,415.0,1
2,,2698,465,415.0,1
0,,1019,463,416.0,1
1,,1019,464,416.0,1
2,,1019,465,416.0,1
0,,528,463,417.0,1
1,,528,464,417.0,1
2,,528,465,417.0,1
0,,122,463,418.0,1
1,,122,464,418.0,1
2,,122,465,418.0,1
0,,434,463,419.0,1
1,,434,464,419.0,1
2,,434,465,419.0,1
0,,2162,463,420.0,1
1,,2162,464,420.0,1
2,,2162,465,420.0,1
0,,1106,463,421.0,1
1,,1106,464,421.0,1
2,,1106,465,421.0,1
0,0.0,2322,463,422.0,1
1,0.0,2322,464,422.0,1
2,0.0,2322,465,422.0,1
0,0.0,3113,463,423.0,1
1,0.0,3113,464,423.0,1
2,0.0,3113,465,423.0,1
0,,2942,463,424.0,1
1,,2942,464,424.0,1
2,,2942,465,424.0,1
0,,6404,463,425.0,1
1,,6404,464,425.0,1
2,,6404,465,425.0,1
0,,2674,463,426.0,1
1,,2674,464,426.0,1
2,,2674,465,426.0,1
0,,4426,463,427.0,1
1,,4426,464,427.0,1
2,,4426,465,427.0,1
0,,4253,463,428.0,1
1,,4253,464,428.0,1
2,,4253,465,428.0,1
0,,2518,463,429.0,1
1,,2518,464,429.0,1
2,,2518,465,429.0,1
0,0.0,11384,463,430.0,1
1,0.0,11384,464,430.0,1
2,0.0,11384,465,430.0,1
0,,7245,463,431.0,1
1,,7245,464,431.0,1
2,,7245,465,431.0,1
0,,4305,463,432.0,1
1,,4305,464,432.0,1
2,,4305,465,432.0,1
0,,7132,463,433.0,1
1,,7132,464,433.0,1
2,,7132,465,433.0,1
0,0.0,6948,463,434.0,1
1,0.0,6948,464,434.0,1
2,0.0,6948,465,434.0,1
0,,16227,463,435.0,1
1,,16227,464,435.0,1
2,,16227,465,435.0,1
0,,5030,463,436.0,1
1,,5030,464,436.0,1
2,,5030,465,436.0,1
0,,2004,463,437.0,1
1,,2004,464,437.0,1
2,,2004,465,437.0,1
0,,3260,463,438.0,1
1,,3260,464,438.0,1
2,,3260,465,438.0,1
0,,3275,463,439.0,1
1,,3275,464,439.0,1
2,,3275,465,439.0,1
0,0.0,8958,463,440.0,1
1,0.0,8958,464,440.0,1
2,0.0,8958,465,440.0,1
0,0.0,2647,463,441.0,1
1,0.0,2647,464,441.0,1
2,0.0,2647,465,441.0,1
0,,2885,463,442.0,1
1,,2885,464,442.0,1
2,,2885,465,442.0,1
0,,3769,463,443.0,1
1,,3769,464,443.0,1
2,,3769,465,443.0,1
0,,13889,463,444.0,1
1,,13889,464,444.0,1
2,,13889,465,444.0,1
0,,14875,463,445.0,1
1,,14875,464,445.0,1
2,,14875,465,445.0,1
0,,3353,463,446.0,1
1,,3353,464,446.0,1
2,,3353,465,446.0,1
0,,5665,463,447.0,1
1,,5665,464,447.0,1
2,,5665,465,447.0,1
0,,5675,463,448.0,1
1,,5675,464,448.0,1
2,,5675,465,448.0,1
0,,3152,463,449.0,1
1,,3152,464,449.0,1
2,,3152,465,449.0,1
0,,14935,463,450.0,1
1,,14935,464,450.0,1
2,,14935,465,450.0,1
0,,4174,463,451.0,1
1,,4174,464,451.0,1
2,,4174,465,451.0,1
0,,3861,463,452.0,1
1,,3861,464,452.0,1
2,,3861,465,452.0,1
0,,7294,463,453.0,1
1,,7294,464,453.0,1
2,,7294,465,453.0,1
0,1.5097352766213462e-129,5114,463,454.0,1
1,1.5097352766213462e-129,5114,464,454.0,1
2,1.5097352766213462e-129,5114,465,454.0,1
0,4.0412644562462674e-267,10303,463,455.0,1
1,4.0412644562462674e-267,10303,464,455.0,1
2,4.0412644562462674e-267,10303,465,455.0,1
0,5.835774302595013e-108,2707,463,456.0,1
1,5.835774302595013e-108,2707,464,456.0,1
2,5.835774302595013e-108,2707,465,456.0,1
0,1.6013625234461736e-63,5938,463,457.0,1
1,1.6013625234461736e-63,5938,464,457.0,1
2,1.6013625234461736e-63,5938,465,457.0,1
0,8.48860578108983e-47,4336,463,458.0,1
1,8.48860578108983e-47,4336,464,458.0,1
2,8.48860578108983e-47,4336,465,458.0,1
0,1.095794644866306e-32,3612,463,459.0,1
1,1.095794644866306e-32,3612,464,459.0,1
2,1.095794644866306e-32,3612,465,459.0,1
0,3.582163734989759e-21,19145,463,460.0,1
1,3.582163734989759e-21,19145,464,460.0,1
2,3.582163734989759e-21,19145,465,460.0,1
0,3.082673880540973e-12,3253,463,461.0,1
1,3.082673880540973e-12,3253,464,461.0,1
2,3.082673880540973e-12,3253,465,461.0,1
0,7.2574572172758326e-06,5832,463,462.0,1
1,7.2574572172758326e-06,5832,464,462.0,1
2,7.2574572172758326e-06,5832,465,462.0,1
0,0.04856157140460895,3107,463,463.0,1
1,0.04856157140460895,3107,464,463.0,1
2,0.04856157140460895,3107,465,463.0,1
0,0.9591752117666047,2916,463,464.0,1
1,0.9591752117666047,2916,464,464.0,1
2,0.9591752117666047,2916,465,464.0,1
0,0.05806521794227667,20085,463,465.0,1
1,0.05806521794227667,20085,464,465.0,1
2,0.05806521794227667,20085,465,465.0,1
0,1.1182388557837598e-05,5214,463,466.0,1
1,1.1182388557837598e-05,5214,464,466.0,1
2,1.1182388557837598e-05,5214,465,466.0,1
0,7.1090870542152816e-12,9945,463,467.0,1
1,7.1090870542152816e-12,9945,464,467.0,1
2,7.1090870542152816e-12,9945,465,467.0,1
0,1.5477050998822155e-20,4820,463,468.0,1
1,1.5477050998822155e-20,4820,464,468.0,1
2,1.5477050998822155e-20,4820,465,468.0,1
0,1.1966506955252205e-31,3857,463,469.0,1
1,1.1966506955252205e-31,3857,464,469.0,1
2,1.1966506955252205e-31,3857,465,469.0,1
0,6.467607530375497e-36,28553,463,470.0,1
1,6.467607530375497e-36,28553,464,470.0,1
2,6.467607530375497e-36,28553,465,470.0,1
0,1.5751770855797384e-48,8687,463,471.0,1
1,1.5751770855797384e-48,8687,464,471.0,1
2,1.5751770855797384e-48,8687,465,471.0,1
0,4.8453516384120763e-63,65565,463,472.0,1
1,4.8453516384120763e-63,65565,464,472.0,1
2,4.8453516384120763e-63,65565,465,472.0,1
0,1.9357009363268885e-79,4584,463,473.0,1
1,1.9357009363268885e-79,4584,464,473.0,1
2,1.9357009363268885e-79,4584,465,473.0,1
0,1.0324790320733517e-97,2141,463,474.0,1
1,1.0324790320733517e-97,2141,464,474.0,1
2,1.0324790320733517e-97,2141,465,474.0,1
0,7.557431779921416e-118,82146,463,475.0,1
1,7.557431779921416e-118,82146,464,475.0,1
2,7.557431779921416e-118,82146,465,475.0,1
0,7.8009078245122305e-140,3509,463,476.0,1
1,7.8009078245122305e-140,3509,464,476.0,1
2,7.8009078245122305e-140,3509,465,476.0,1
0,1.1666233410309266e-163,4190,463,477.0,1
1,1.1666233410309266e-163,4190,464,477.0,1
2,1.1666233410309266e-163,4190,465,477.0,1
0,2.5964330272035328e-189,4205,463,478.0,1
1,2.5964330272035328e-189,4205,464,478.0,1
2,2.5964330272035328e-189,4205,465,478.0,1
0,8.831640791823919e-217,891,463,479.0,1
1,8.831640791823919e-217,891,464,479.0,1
2,8.831640791823919e-217,891,465,479.0,1
0,4.714023047526706e-246,28789,463,480.0,1
1,4.714023047526706e-246,28789,464,480.0,1
2,4.714023047526706e-246,28789,465,480.0,1
0,4.053297380954429e-277,2267,463,481.0,1
1,4.053297380954429e-277,2267,464,481.0,1
2,4.053297380954429e-277,2267,465,481.0,1
0,5.7621579647283e-310,2045,463,482.0,1
1,5.7621579647283e-310,2045,464,482.0,1
2,5.7621579647283e-310,2045,465,482.0,1
0,0.0,2908,463,483.0,1
1,0.0,2908,464,483.0,1
2,0.0,2908,465,483.0,1
0,0.0,942,463,484.0,1
1,0.0,942,464,484.0,1
2,0.0,942,465,484.0,1
0,0.0,13681,463,485.0,1
1,0.0,13681,464,485.0,1
2,0.0,13681,465,485.0,1
0,0.0,1885,463,486.0,1
1,0.0,1885,464,486.0,1
2,0.0,1885,465,486.0,1
0,0.0,4564,463,487.0,1
1,0.0,4564,464,487.0,1
2,0.0,4564,465,487.0,1
0,0.0,869,463,488.0,1
1,0.0,869,464,488.0,1
2,0.0,869,465,488.0,1
0,0.0,686,463,489.0,1
1,0.0,686,464,489.0,1
2,0.0,686,465,489.0,1
0,0.0,7027,463,490.0,1
1,0.0,7027,464,490.0,1
2,0.0,7027,465,490.0,1
0,0.0,1959,463,491.0,1
1,0.0,1959,464,491.0,1
2,0.0,1959,465,491.0,1
0,0.0,625,463,492.0,1
1,0.0,625,464,492.0,1
2,0.0,625,465,492.0,1
0,0.0,4474,463,493.0,1
1,0.0,4474,464,493.0,1
2,0.0,4474,465,493.0,1
0,0.0,5558,463,494.0,1
1,0.0,5558,464,494.0,1
2,0.0,5558,465,494.0,1
0,0.0,5262,463,495.0,1
1,0.0,5262,464,495.0,1
2,0.0,5262,465,495.0,1
0,0.0,2965,463,496.0,1
1,0.0,2965,464,496.0,1
2,0.0,2965,465,496.0,1
0,0.0,207,463,497.0,1
1,0.0,207,464,497.0,1
2,0.0,207,465,497.0,1
0,0.0,1323,463,498.0,1
1,0.0,1323,464,498.0,1
2,0.0,1323,465,498.0,1
0,0.0,1641,463,499.0,1
1,0.0,1641,464,499.0,1
2,0.0,1641,465,499.0,1
0,0.0,17404,463,500.0,1
1,0.0,17404,464,500.0,1
2,0.0,17404,465,500.0,1
0,0.0,8791,463,505.0,1
1,0.0,8791,464,505.0,1
2,0.0,8791,465,505.0,1
0,0.0,2721,463,510.0,1
1,0.0,2721,464,510.0,1
2,0.0,2721,465,510.0,1
0,0.0,5029,463,515.0,1
1,0.0,5029,464,515.0,1
2,0.0,5029,465,515.0,1
0,0.0,6131,463,520.0,1
1,0.0,6131,464,520.0,1
2,0.0,6131,465,520.0,1
0,0.0,1038,463,525.0,1
1,0.0,1038,464,525.0,1
2,0.0,1038,465,525.0,1
0,0.0,5487,463,530.0,1
1,0.0,5487,464,530.0,1
2,0.0,5487,465,530.0,1
0,0.0,497,463,535.0,1
1,0.0,497,464,535.0,1
2,0.0,497,465,535.0,1
0,0.0,813,463,540.0,1
1,0.0,813,464,540.0,1
2,0.0,813,465,540.0,1
0,0.0,3673,463,550.0,1
1,0.0,3673,464,550.0,1
2,0.0,3673,465,550.0,1
0,0.0,31,463,270.0,1
1,0.0,31,464,270.0,1
2,0.0,31,465,270.0,1
0,0.0,1,463,275.0,1
1,0.0,1,464,275.0,1
2,0.0,1,465,275.0,1
0,,1,463,280.0,1
1,,1,464,280.0,1
2,,1,465,280.0,1
0,,1,463,285.0,1
1,,1,464,285.0,1
2,,1,465,285.0,1
0,,1,463,290.0,1
1,,1,464,290.0,1
2,,1,465,290.0,1
0,,1,463,295.0,1
1,,1,464,295.0,1
2,,1,465,295.0,1
0,,1,463,300.0,1
1,,1,464,300.0,1
2,,1,465,300.0,1
0,,1,463,305.0,1
1,,1,464,305.0,1
2,,1,465,305.0,1
0,,0,463,310.0,1
1,,0,464,310.0,1
2,,0,465,310.0,1
0,0.0,0,463,315.0,1
1,0.0,0,464,315.0,1
2,0.0,0,465,315.0,1
0,0.0,0,463,320.0,1
1,0.0,0,464,320.0,1
2,0.0,0,465,320.0,1
0,0.0,0,463,325.0,1
1,0.0,0,464,325.0,1
2,0.0,0,465,325.0,1
0,0.0,0,463,326.0,1
1,0.0,0,464,326.0,1
2,0.0,0,465,326.0,1
0,,0,463,327.0,1
1,,0,464,327.0,1
2,,0,465,327.0,1
0,0.0,0,463,328.0,1
1,0.0,0,464,328.0,1
2,0.0,0,465,328.0,1
0,0.0,0,463,329.0,1
1,0.0,0,464,329.0,1
2,0.0,0,465,329.0,1
0,,2,463,330.0,1
1,,2,464,330.0,1
2,,2,465,330.0,1
0,0.0,0,463,331.0,1
1,0.0,0,464,331.0,1
2,0.0,0,465,331.0,1
0,,1,463,332.0,1
1,,1,464,332.0,1
2,,1,465,332.0,1
0,0.0,0,463,333.0,1
1,0.0,0,464,333.0,1
2,0.0,0,465,333.0,1
0,0.0,0,463,334.0,1
1,0.0,0,464,334.0,1
2,0.0,0,465,334.0,1
0,,0,463,335.0,1
1,,0,464,335.0,1
2,,0,465,335.0,1
0,0.0,0,463,336.0,1
1,0.0,0,464,336.0,1
2,0.0,0,465,336.0,1
0,,0,463,337.0,1
1,,0,464,337.0,1
2,,0,465,337.0,1
0,,0,463,338.0,1
1,,0,464,338.0,1
2,,0,465,338.0,1
0,0.0,0,463,339.0,1
1,0.0,0,464,339.0,1
2,0.0,0,465,339.0,1
0,,0,463,340.0,1
1,,0,464,340.0,1
2,,0,465,340.0,1
0,,0,463,341.0,1
1,,0,464,341.0,1
2,,0,465,341.0,1
0,0.0,0,463,342.0,1
1,0.0,0,464,342.0,1
2,0.0,0,465,342.0,1
0,,0,463,343.0,1
1,,0,464,343.0,1
2,,0,465,343.0,1
0,,0,463,344.0,1
1,,0,464,344.0,1
2,,0,465,344.0,1
0,0.0,0,463,345.0,1
1,0.0,0,464,345.0,1
2,0.0,0,465,345.0,1
0,,0,463,346.0,1
1,,0,464,346.0,1
2,,0,465,346.0,1
0,,0,463,347.0,1
1,,0,464,347.0,1
2,,0,465,347.0,1
0,,0,463,348.0,1
1,,0,464,348.0,1
2,,0,465,348.0,1
0,,0,463,349.0,1
1,,0,464,349.0,1
2,,0,465,349.0,1
0,,1,463,350.0,1
1,,1,464,350.0,1
2,,1,465,350.0,1
0,,0,463,351.0,1
1,,0,464,351.0,1
2,,0,465,351.0,1
0,,0,463,352.0,1
1,,0,464,352.0,1
2,,0,465,352.0,1
0,0.0,0,463,353.0,1
1,0.0,0,464,353.0,1
2,0.0,0,465,353.0,1
0,,0,463,354.0,1
1,,0,464,354.0,1
2,,0,465,354.0,1
0,,1,463,355.0,1
1,,1,464,355.0,1
2,,1,465,355.0,1
0,0.0,0,463,356.0,1
1,0.0,0,464,356.0,1
2,0.0,0,465,356.0,1
0,,0,463,357.0,1
1,,0,464,357.0,1
2,,0,465,357.0,1
0,,0,463,358.0,1
1,,0,464,358.0,1
2,,0,465,358.0,1
0,,0,463,359.0,1
1,,0,464,359.0,1
2,,0,465,359.0,1
0,,0,463,360.0,1
1,,0,464,360.0,1
2,,0,465,360.0,1
0,0.0,0,463,361.0,1
1,0.0,0,464,361.0,1
2,0.0,0,465,361.0,1
0,,0,463,362.0,1
1,,0,464,362.0,1
2,,0,465,362.0,1
0,,0,463,363.0,1
1,,0,464,363.0,1
2,,0,465,363.0,1
0,0.0,0,463,364.0,1
1,0.0,0,464,364.0,1
2,0.0,0,465,364.0,1
0,,2,463,365.0,1
1,,2,464,365.0,1
2,,2,465,365.0,1
0,,0,463,366.0,1
1,,0,464,366.0,1
2,,0,465,366.0,1
0,,1,463,367.0,1
1,,1,464,367.0,1
2,,1,465,367.0,1
0,,0,463,368.0,1
1,,0,464,368.0,1
2,,0,465,368.0,1
0,,0,463,369.0,1
1,,0,464,369.0,1
2,,0,465,369.0,1
0,,1,463,370.0,1
1,,1,464,370.0,1
2,,1,465,370.0,1
0,,0,463,371.0,1
1,,0,464,371.0,1
2,,0,465,371.0,1
0,0.0,0,463,372.0,1
1,0.0,0,464,372.0,1
2,0.0,0,465,372.0,1
0,,0,463,373.0,1
1,,0,464,373.0,1
2,,0,465,373.0,1
0,,0,463,374.0,1
1,,0,464,374.0,1
2,,0,465,374.0,1
0,0.0,0,463,375.0,1
1,0.0,0,464,375.0,1
2,0.0,0,465,375.0,1
0,,0,463,376.0,1
1,,0,464,376.0,1
2,,0,465,376.0,1
0,,0,463,377.0,1
1,,0,464,377.0,1
2,,0,465,377.0,1
0,,0,463,378.0,1
1,,0,464,378.0,1
2,,0,465,378.0,1
0,,0,463,379.0,1
1,,0,464,379.0,1
2,,0,465,379.0,1
0,,0,463,380.0,1
1,,0,464,380.0,1
2,,0,465,380.0,1
0,,0,463,381.0,1
1,,0,464,381.0,1
2,,0,465,381.0,1
0,,0,463,382.0,1
1,,0,464,382.0,1
2,,0,465,382.0,1
0,,1,463,383.0,1
1,,1,464,383.0,1
2,,1,465,383.0,1
0,,0,463,384.0,1
1,,0,464,384.0,1
2,,0,465,384.0,1
0,,0,463,385.0,1
1,,0,464,385.0,1
2,,0,465,385.0,1
0,0.0,0,463,386.0,1
1,0.0,0,464,386.0,1
2,0.0,0,465,386.0,1
0,,0,463,387.0,1
1,,0,464,387.0,1
2,,0,465,387.0,1
0,,0,463,388.0,1
1,,0,464,388.0,1
2,,0,465,388.0,1
0,,0,463,389.0,1
1,,0,464,389.0,1
2,,0,465,389.0,1
0,,0,463,390.0,1
1,,0,464,390.0,1
2,,0,465,390.0,1
0,0.0,0,463,391.0,1
1,0.0,0,464,391.0,1
2,0.0,0,465,391.0,1
0,,0,463,392.0,1
1,,0,464,392.0,1
2,,0,465,392.0,1
0,,0,463,393.0,1
1,,0,464,393.0,1
2,,0,465,393.0,1
0,0.0,0,463,394.0,1
1,0.0,0,464,394.0,1
2,0.0,0,465,394.0,1
0,,0,463,395.0,1
1,,0,464,395.0,1
2,,0,465,395.0,1
0,,0,463,396.0,1
1,,0,464,396.0,1
2,,0,465,396.0,1
0,0.0,0,463,397.0,1
1,0.0,0,464,397.0,1
2,0.0,0,465,397.0,1
0,,2,463,398.0,1
1,,2,464,398.0,1
2,,2,465,398.0,1
0,,3,463,399.0,1
1,,3,464,399.0,1
2,,3,465,399.0,1
0,,14,463,400.0,1
1,,14,464,400.0,1
2,,14,465,400.0,1
0,,3,463,401.0,1
1,,3,464,401.0,1
2,,3,465,401.0,1
0,,107,463,402.0,1
1,,107,464,402.0,1
2,,107,465,402.0,1
0,,9,463,403.0,1
1,,9,464,403.0,1
2,,9,465,403.0,1
0,,416,463,404.0,1
1,,416,464,404.0,1
2,,416,465,404.0,1
0,,848,463,405.0,1
1,,848,464,405.0,1
2,,848,465,405.0,1
0,,418,463,406.0,1
1,,418,464,406.0,1
2,,418,465,406.0,1
0,,202,463,407.0,1
1,,202,464,407.0,1
2,,202,465,407.0,1
0,,411,463,408.0,1
1,,411,464,408.0,1
2,,411,465,408.0,1
0,,482,463,409.0,1
1,,482,464,409.0,1
2,,482,465,409.0,1
0,,1298,463,410.0,1
1,,1298,464,410.0,1
2,,1298,465,410.0,1
0,,332,463,411.0,1
1,,332,464,411.0,1
2,,332,465,411.0,1
0,,671,463,412.0,1
1,,671,464,412.0,1
2,,671,465,412.0,1
0,,744,463,413.0,1
1,,744,464,413.0,1
2,,744,465,413.0,1
0,,630,463,414.0,1
1,,630,464,414.0,1
2,,630,465,414.0,1
0,,2388,463,415.0,1
1,,2388,464,415.0,1
2,,2388,465,415.0,1
0,,967,463,416.0,1
1,,967,464,416.0,1
2,,967,465,416.0,1
0,,571,463,417.0,1
